id,slug,3do_parent,android_parent,atari_parent,commodore-amiga_parent,ios_parent,linux_parent,mac_parent,neo-geo_parent,nintendo_parent,pc_parent,playstation_parent,sega_parent,web_parent,xbox_parent,action,adventure,arcade,board-games,card,casual,educational,family,fighting,indie,massively-multiplayer,platformer,puzzle,racing,role-playing-games-rpg,shooter,simulation,sports,strategy,released_año,released_mes,released_dia,released_trimestre,released_cuatrimestre,released_semestre,released_lustro,released_decada,released_estacion,exito,target
327420,reallybigchicken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327421,candland-mission-101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327422,kill-or-befriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327423,spyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327424,wgj-dev-tycoon,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327425,draw-nine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,4,4
327426,1-0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327427,the-chase-glitchygames,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327428,subject-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327429,a-hundred-hazard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327430,cave-level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327431,100-seconds-with-balls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327432,hyakube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327434,100-seconds-with-100-zombies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327435,split-itch-twinghosts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327436,tales-from-toppletown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,4,4
327437,its-raining-cubes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327438,its-dark-down-here,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327439,survive-for-100-seconds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327440,black-and-white-horacehylee,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327441,100vs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327442,academic-breakout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327443,cubinox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327444,live-on-prototype,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327446,its-dark-down-here-hemang249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327447,bounce-itch-jaoreir-fan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327448,notebook-detective,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327449,pa-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327450,stationery-knights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327452,corpo-fragmentado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327453,reflection-maze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327454,gods-cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327455,100x100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327456,delivery-2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327457,to-a-certain-degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327458,happy-together,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327460,elemental-mages-joshua-mclean-cptblackpixel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327461,100-spells-to-cast,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327462,tower-of-almost-everything,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327463,the-lone-world,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327464,captainfreezy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327465,parola-dolce,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327466,black-white-itch-stegoratops-hygoto,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327468,ze-field,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327469,rocket-fetch-quest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327470,couch-worms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327471,gotta-go-itch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327472,block-connector,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327473,methods-the-detective-competition,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,5,5
327474,chamber-54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327476,mario-by-teo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327477,blackhooks-challenge,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327478,adventure-ocean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327479,one-dollar-the-game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327480,architect-xenation-charlux-sinemelu-pra-braz-boy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327481,faster-itch-asue-oxalotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327482,dash-dash-attack,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327483,sanchos-ball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327485,shoot-enemies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.3666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327486,kuro-to-shiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327487,dont-look-back-itch-app2craft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.3666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327488,hind-itch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.3666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327489,light-way-mxt-games,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.3666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327491,100-clicks-herio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327492,simulation-poseidon2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
327494,the-falling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
